"game_version","upgrade_a","name_a","upgrade_b","name_b","eligibility","blockers_including_prerequisites","a_first_dependency_order","b_first_dependency_order","base_stats_in_both_orders","scope"
"3.0.0-development","cinder","Cinder rounds","scrap-feed","Scrap Feed","allowed with prerequisites","","cinder > split > scrap-feed","split > scrap-feed > cinder","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","cinder","Cinder rounds","spoof","Spoof","allowed with prerequisites","","cinder > spoof","spoof > cinder","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","cinder","Cinder rounds","standing-orders","Standing Orders","allowed with prerequisites","","cinder > spoof > standing-orders","spoof > standing-orders > cinder","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","cinder","Cinder rounds","priority-target","Priority Target","allowed with prerequisites","","cinder > spoof > standing-orders > priority-target","spoof > standing-orders > priority-target > cinder","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","cinder","Cinder rounds","cross-talk","Cross Talk","allowed with prerequisites","","cinder > spoof > cross-talk","spoof > cross-talk > cinder","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","cinder","Cinder rounds","dead-switch","Dead Switch","allowed with prerequisites","","cinder > spoof > cross-talk > dead-switch","spoof > cross-talk > dead-switch > cinder","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","cinder","Cinder rounds","resonator","Resonator","allowed with prerequisites","","cinder > cutting-torch > burst > pulse-chamber > fold > relay-gate > resonator","cutting-torch > burst > pulse-chamber > fold > relay-gate > resonator > cinder","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","cinder","Cinder rounds","flywheel","Flywheel","allowed with prerequisites","","cinder > mass-driver > skid-plate > grindshot > crosscut > flywheel","mass-driver > skid-plate > grindshot > crosscut > flywheel > cinder","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","cinder","Cinder rounds","storm-cell","Storm Cell","allowed with prerequisites","","cinder > shellshock > cluster-shell > arc-coil > storm-cell","shellshock > cluster-shell > arc-coil > storm-cell > cinder","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","crosswind","Crosswind","wrecking-ball","Wrecking Ball","allowed with prerequisites","","crosswind > ramjet > wrecking-ball","ramjet > wrecking-ball > crosswind","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","crosswind","Crosswind","flashpoint","Flashpoint","allowed with prerequisites","","crosswind > cinder > flashpoint","cinder > flashpoint > crosswind","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","crosswind","Crosswind","slipstream","Slipstream","allowed with prerequisites","","crosswind > slipstream","crosswind > slipstream","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","crosswind","Crosswind","grindshot","Grindshot","allowed with prerequisites","","crosswind > grindshot","grindshot > crosswind","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","crosswind","Crosswind","corner-cutter","Corner Cutter","allowed with prerequisites","","crosswind > grindshot > corner-cutter","grindshot > corner-cutter > crosswind","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","crosswind","Crosswind","tripwire","Tripwire","allowed with prerequisites","","crosswind > tripwire","tripwire > crosswind","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","crosswind","Crosswind","tension","Tension","allowed with prerequisites","","crosswind > tripwire > tension","tripwire > tension > crosswind","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","crosswind","Crosswind","cutting-torch","Cutting Torch","allowed with prerequisites","","crosswind > cutting-torch","cutting-torch > crosswind","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","crosswind","Crosswind","thermal-runaway","Thermal Runaway","allowed with prerequisites","","crosswind > cutting-torch > thermal-runaway","cutting-torch > thermal-runaway > crosswind","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","crosswind","Crosswind","vector","Vector rounds","allowed with prerequisites","","crosswind > vector","vector > crosswind","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","crosswind","Crosswind","afterburner","Afterburner","allowed with prerequisites","","crosswind > vector > afterburner","vector > afterburner > crosswind","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","crosswind","Crosswind","mass-driver","Mass Driver","allowed with prerequisites","","crosswind > mass-driver","mass-driver > crosswind","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","crosswind","Crosswind","drop-forge","Drop Forge","allowed with prerequisites","","crosswind > mass-driver > drop-forge","mass-driver > drop-forge > crosswind","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","crosswind","Crosswind","pulse-chamber","Pulse Chamber","allowed with prerequisites","","crosswind > cutting-torch > burst > pulse-chamber","cutting-torch > burst > pulse-chamber > crosswind","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","crosswind","Crosswind","charge-lens","Charge Lens","allowed with prerequisites","","crosswind > cutting-torch > charge-lens","cutting-torch > charge-lens > crosswind","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","crosswind","Crosswind","prism-array","Prism Array","allowed with prerequisites","","crosswind > cutting-torch > prism-array","cutting-torch > prism-array > crosswind","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","crosswind","Crosswind","pinwheel","Pinwheel","allowed with prerequisites","","crosswind > crossfire > pinwheel","crossfire > pinwheel > crosswind","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","crosswind","Crosswind","follow-through","Follow-through","allowed with prerequisites","","crosswind > crossfire > afterimage > follow-through","crossfire > afterimage > follow-through > crosswind","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","crosswind","Crosswind","shaped-charge","Shaped Charge","allowed with prerequisites","","crosswind > shellshock > shaped-charge","shellshock > shaped-charge > crosswind","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","crosswind","Crosswind","cluster-shell","Cluster Shell","allowed with prerequisites","","crosswind > shellshock > cluster-shell","shellshock > cluster-shell > crosswind","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","crosswind","Crosswind","skid-plate","Skid Plate","allowed with prerequisites","","crosswind > mass-driver > skid-plate","mass-driver > skid-plate > crosswind","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","crosswind","Crosswind","relay-gate","Relay Gate","allowed with prerequisites","","crosswind > fold > relay-gate","fold > relay-gate > crosswind","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","crosswind","Crosswind","short-circuit","Short Circuit","allowed with prerequisites","","crosswind > arc-coil > short-circuit","arc-coil > short-circuit > crosswind","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","crosswind","Crosswind","triphammer","Triphammer","allowed with prerequisites","","crosswind > ramjet > triphammer","ramjet > triphammer > crosswind","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","crosswind","Crosswind","crosscut","Crosscut","allowed with prerequisites","","crosswind > grindshot > crosscut","grindshot > crosscut > crosswind","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","crosswind","Crosswind","coolant-rounds","Coolant Rounds","allowed with prerequisites","","crosswind > coolant-rounds","coolant-rounds > crosswind","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","crosswind","Crosswind","deep-freeze","Deep Freeze","allowed with prerequisites","","crosswind > coolant-rounds > deep-freeze","coolant-rounds > deep-freeze > crosswind","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","crosswind","Crosswind","icebreaker","Icebreaker","allowed with prerequisites","","crosswind > coolant-rounds > deep-freeze > icebreaker","coolant-rounds > deep-freeze > icebreaker > crosswind","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","crosswind","Crosswind","cold-snap","Cold Snap","allowed with prerequisites","","crosswind > coolant-rounds > cold-snap","coolant-rounds > cold-snap > crosswind","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","crosswind","Crosswind","cold-front","Cold Front","allowed with prerequisites","","crosswind > coolant-rounds > cold-snap > cold-front","coolant-rounds > cold-snap > cold-front > crosswind","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","crosswind","Crosswind","suspension","Suspension","allowed with prerequisites","","crosswind > suspension","suspension > crosswind","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","crosswind","Crosswind","crosshatch","Crosshatch","allowed with prerequisites","","crosswind > suspension > crosshatch","suspension > crosshatch > crosswind","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","crosswind","Crosswind","thread-the-needle","Thread the Needle","allowed with prerequisites","","crosswind > suspension > crosshatch > thread-the-needle","suspension > crosshatch > thread-the-needle > crosswind","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","crosswind","Crosswind","tripline","Tripline","allowed with prerequisites","","crosswind > suspension > tripline","suspension > tripline > crosswind","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","crosswind","Crosswind","chain-release","Chain Release","allowed with prerequisites","","crosswind > suspension > tripline > chain-release","suspension > tripline > chain-release > crosswind","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","crosswind","Crosswind","retrace","Retrace","allowed with prerequisites","","crosswind > recall > retrace","recall > retrace > crosswind","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","crosswind","Crosswind","wallrunner","Wallrunner","allowed with prerequisites","","crosswind > light > wallrunner","light > wallrunner > crosswind","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","crosswind","Crosswind","air-brake","Air Brake","allowed with prerequisites","","crosswind > kick > air-brake","kick > air-brake > crosswind","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","crosswind","Crosswind","grapnel","Grapnel","allowed with prerequisites","","crosswind > tether > grapnel","tether > grapnel > crosswind","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","crosswind","Crosswind","convoy","Convoy","allowed with prerequisites","","crosswind > suspension > crosshatch > convoy","suspension > crosshatch > convoy > crosswind","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","crosswind","Crosswind","thermal-shock","Thermal Shock","allowed with prerequisites","","crosswind > coolant-rounds > cinder > thermal-shock","coolant-rounds > cinder > thermal-shock > crosswind","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","crosswind","Crosswind","corner-pocket","Corner Pocket","allowed with prerequisites","","crosswind > banker > corner-pocket","banker > corner-pocket > crosswind","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","crosswind","Crosswind","scrap-feed","Scrap Feed","allowed with prerequisites","","crosswind > split > scrap-feed","split > scrap-feed > crosswind","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","crosswind","Crosswind","spoof","Spoof","allowed with prerequisites","","crosswind > spoof","spoof > crosswind","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","crosswind","Crosswind","standing-orders","Standing Orders","allowed with prerequisites","","crosswind > spoof > standing-orders","spoof > standing-orders > crosswind","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","crosswind","Crosswind","priority-target","Priority Target","allowed with prerequisites","","crosswind > spoof > standing-orders > priority-target","spoof > standing-orders > priority-target > crosswind","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","crosswind","Crosswind","cross-talk","Cross Talk","allowed with prerequisites","","crosswind > spoof > cross-talk","spoof > cross-talk > crosswind","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","crosswind","Crosswind","dead-switch","Dead Switch","allowed with prerequisites","","crosswind > spoof > cross-talk > dead-switch","spoof > cross-talk > dead-switch > crosswind","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","crosswind","Crosswind","resonator","Resonator","allowed with prerequisites","","crosswind > cutting-torch > burst > pulse-chamber > fold > relay-gate > resonator","cutting-torch > burst > pulse-chamber > fold > relay-gate > resonator > crosswind","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","crosswind","Crosswind","flywheel","Flywheel","allowed with prerequisites","","crosswind > mass-driver > skid-plate > grindshot > crosscut > flywheel","mass-driver > skid-plate > grindshot > crosscut > flywheel > crosswind","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","crosswind","Crosswind","storm-cell","Storm Cell","allowed with prerequisites","","crosswind > shellshock > cluster-shell > arc-coil > storm-cell","shellshock > cluster-shell > arc-coil > storm-cell > crosswind","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","wrecking-ball","Wrecking Ball","flashpoint","Flashpoint","allowed with prerequisites","","ramjet > wrecking-ball > cinder > flashpoint","cinder > flashpoint > ramjet > wrecking-ball","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","wrecking-ball","Wrecking Ball","slipstream","Slipstream","allowed with prerequisites","","ramjet > wrecking-ball > crosswind > slipstream","crosswind > slipstream > ramjet > wrecking-ball","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","wrecking-ball","Wrecking Ball","grindshot","Grindshot","allowed with prerequisites","","ramjet > wrecking-ball > grindshot","grindshot > ramjet > wrecking-ball","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","wrecking-ball","Wrecking Ball","corner-cutter","Corner Cutter","allowed with prerequisites","","ramjet > wrecking-ball > grindshot > corner-cutter","grindshot > corner-cutter > ramjet > wrecking-ball","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","wrecking-ball","Wrecking Ball","tripwire","Tripwire","allowed with prerequisites","","ramjet > wrecking-ball > tripwire","tripwire > ramjet > wrecking-ball","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","wrecking-ball","Wrecking Ball","tension","Tension","allowed with prerequisites","","ramjet > wrecking-ball > tripwire > tension","tripwire > tension > ramjet > wrecking-ball","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","wrecking-ball","Wrecking Ball","cutting-torch","Cutting Torch","allowed with prerequisites","","ramjet > wrecking-ball > cutting-torch","cutting-torch > ramjet > wrecking-ball","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","wrecking-ball","Wrecking Ball","thermal-runaway","Thermal Runaway","allowed with prerequisites","","ramjet > wrecking-ball > cutting-torch > thermal-runaway","cutting-torch > thermal-runaway > ramjet > wrecking-ball","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","wrecking-ball","Wrecking Ball","vector","Vector rounds","allowed with prerequisites","","ramjet > wrecking-ball > vector","vector > ramjet > wrecking-ball","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","wrecking-ball","Wrecking Ball","afterburner","Afterburner","allowed with prerequisites","","ramjet > wrecking-ball > vector > afterburner","vector > afterburner > ramjet > wrecking-ball","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","wrecking-ball","Wrecking Ball","mass-driver","Mass Driver","allowed with prerequisites","","ramjet > wrecking-ball > mass-driver","mass-driver > ramjet > wrecking-ball","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","wrecking-ball","Wrecking Ball","drop-forge","Drop Forge","allowed with prerequisites","","ramjet > wrecking-ball > mass-driver > drop-forge","mass-driver > drop-forge > ramjet > wrecking-ball","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","wrecking-ball","Wrecking Ball","pulse-chamber","Pulse Chamber","allowed with prerequisites","","ramjet > wrecking-ball > cutting-torch > burst > pulse-chamber","cutting-torch > burst > pulse-chamber > ramjet > wrecking-ball","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","wrecking-ball","Wrecking Ball","charge-lens","Charge Lens","allowed with prerequisites","","ramjet > wrecking-ball > cutting-torch > charge-lens","cutting-torch > charge-lens > ramjet > wrecking-ball","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","wrecking-ball","Wrecking Ball","prism-array","Prism Array","allowed with prerequisites","","ramjet > wrecking-ball > cutting-torch > prism-array","cutting-torch > prism-array > ramjet > wrecking-ball","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","wrecking-ball","Wrecking Ball","pinwheel","Pinwheel","allowed with prerequisites","","ramjet > wrecking-ball > crossfire > pinwheel","crossfire > pinwheel > ramjet > wrecking-ball","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","wrecking-ball","Wrecking Ball","follow-through","Follow-through","allowed with prerequisites","","ramjet > wrecking-ball > crossfire > afterimage > follow-through","crossfire > afterimage > follow-through > ramjet > wrecking-ball","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","wrecking-ball","Wrecking Ball","shaped-charge","Shaped Charge","allowed with prerequisites","","ramjet > wrecking-ball > shellshock > shaped-charge","shellshock > shaped-charge > ramjet > wrecking-ball","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","wrecking-ball","Wrecking Ball","cluster-shell","Cluster Shell","allowed with prerequisites","","ramjet > wrecking-ball > shellshock > cluster-shell","shellshock > cluster-shell > ramjet > wrecking-ball","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","wrecking-ball","Wrecking Ball","skid-plate","Skid Plate","allowed with prerequisites","","ramjet > wrecking-ball > mass-driver > skid-plate","mass-driver > skid-plate > ramjet > wrecking-ball","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","wrecking-ball","Wrecking Ball","relay-gate","Relay Gate","allowed with prerequisites","","ramjet > wrecking-ball > fold > relay-gate","fold > relay-gate > ramjet > wrecking-ball","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","wrecking-ball","Wrecking Ball","short-circuit","Short Circuit","allowed with prerequisites","","ramjet > wrecking-ball > arc-coil > short-circuit","arc-coil > short-circuit > ramjet > wrecking-ball","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","wrecking-ball","Wrecking Ball","triphammer","Triphammer","blocked","conversion exclusion: triphammer + wrecking-ball","ramjet > wrecking-ball > triphammer","ramjet > triphammer > wrecking-ball","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","wrecking-ball","Wrecking Ball","crosscut","Crosscut","allowed with prerequisites","","ramjet > wrecking-ball > grindshot > crosscut","grindshot > crosscut > ramjet > wrecking-ball","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","wrecking-ball","Wrecking Ball","coolant-rounds","Coolant Rounds","allowed with prerequisites","","ramjet > wrecking-ball > coolant-rounds","coolant-rounds > ramjet > wrecking-ball","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","wrecking-ball","Wrecking Ball","deep-freeze","Deep Freeze","allowed with prerequisites","","ramjet > wrecking-ball > coolant-rounds > deep-freeze","coolant-rounds > deep-freeze > ramjet > wrecking-ball","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","wrecking-ball","Wrecking Ball","icebreaker","Icebreaker","allowed with prerequisites","","ramjet > wrecking-ball > coolant-rounds > deep-freeze > icebreaker","coolant-rounds > deep-freeze > icebreaker > ramjet > wrecking-ball","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","wrecking-ball","Wrecking Ball","cold-snap","Cold Snap","allowed with prerequisites","","ramjet > wrecking-ball > coolant-rounds > cold-snap","coolant-rounds > cold-snap > ramjet > wrecking-ball","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","wrecking-ball","Wrecking Ball","cold-front","Cold Front","allowed with prerequisites","","ramjet > wrecking-ball > coolant-rounds > cold-snap > cold-front","coolant-rounds > cold-snap > cold-front > ramjet > wrecking-ball","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","wrecking-ball","Wrecking Ball","suspension","Suspension","allowed with prerequisites","","ramjet > wrecking-ball > suspension","suspension > ramjet > wrecking-ball","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","wrecking-ball","Wrecking Ball","crosshatch","Crosshatch","allowed with prerequisites","","ramjet > wrecking-ball > suspension > crosshatch","suspension > crosshatch > ramjet > wrecking-ball","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","wrecking-ball","Wrecking Ball","thread-the-needle","Thread the Needle","allowed with prerequisites","","ramjet > wrecking-ball > suspension > crosshatch > thread-the-needle","suspension > crosshatch > thread-the-needle > ramjet > wrecking-ball","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","wrecking-ball","Wrecking Ball","tripline","Tripline","allowed with prerequisites","","ramjet > wrecking-ball > suspension > tripline","suspension > tripline > ramjet > wrecking-ball","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","wrecking-ball","Wrecking Ball","chain-release","Chain Release","allowed with prerequisites","","ramjet > wrecking-ball > suspension > tripline > chain-release","suspension > tripline > chain-release > ramjet > wrecking-ball","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","wrecking-ball","Wrecking Ball","retrace","Retrace","allowed with prerequisites","","ramjet > wrecking-ball > recall > retrace","recall > retrace > ramjet > wrecking-ball","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","wrecking-ball","Wrecking Ball","wallrunner","Wallrunner","allowed with prerequisites","","ramjet > wrecking-ball > light > wallrunner","light > wallrunner > ramjet > wrecking-ball","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","wrecking-ball","Wrecking Ball","air-brake","Air Brake","allowed with prerequisites","","ramjet > wrecking-ball > kick > air-brake","kick > air-brake > ramjet > wrecking-ball","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","wrecking-ball","Wrecking Ball","grapnel","Grapnel","allowed with prerequisites","","ramjet > wrecking-ball > tether > grapnel","tether > grapnel > ramjet > wrecking-ball","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","wrecking-ball","Wrecking Ball","convoy","Convoy","allowed with prerequisites","","ramjet > wrecking-ball > suspension > crosshatch > convoy","suspension > crosshatch > convoy > ramjet > wrecking-ball","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","wrecking-ball","Wrecking Ball","thermal-shock","Thermal Shock","allowed with prerequisites","","ramjet > wrecking-ball > coolant-rounds > cinder > thermal-shock","coolant-rounds > cinder > thermal-shock > ramjet > wrecking-ball","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","wrecking-ball","Wrecking Ball","corner-pocket","Corner Pocket","allowed with prerequisites","","ramjet > wrecking-ball > banker > corner-pocket","banker > corner-pocket > ramjet > wrecking-ball","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","wrecking-ball","Wrecking Ball","scrap-feed","Scrap Feed","allowed with prerequisites","","ramjet > wrecking-ball > split > scrap-feed","split > scrap-feed > ramjet > wrecking-ball","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","wrecking-ball","Wrecking Ball","spoof","Spoof","allowed with prerequisites","","ramjet > wrecking-ball > spoof","spoof > ramjet > wrecking-ball","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","wrecking-ball","Wrecking Ball","standing-orders","Standing Orders","allowed with prerequisites","","ramjet > wrecking-ball > spoof > standing-orders","spoof > standing-orders > ramjet > wrecking-ball","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","wrecking-ball","Wrecking Ball","priority-target","Priority Target","allowed with prerequisites","","ramjet > wrecking-ball > spoof > standing-orders > priority-target","spoof > standing-orders > priority-target > ramjet > wrecking-ball","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","wrecking-ball","Wrecking Ball","cross-talk","Cross Talk","allowed with prerequisites","","ramjet > wrecking-ball > spoof > cross-talk","spoof > cross-talk > ramjet > wrecking-ball","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","wrecking-ball","Wrecking Ball","dead-switch","Dead Switch","allowed with prerequisites","","ramjet > wrecking-ball > spoof > cross-talk > dead-switch","spoof > cross-talk > dead-switch > ramjet > wrecking-ball","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","wrecking-ball","Wrecking Ball","resonator","Resonator","allowed with prerequisites","","ramjet > wrecking-ball > cutting-torch > burst > pulse-chamber > fold > relay-gate > resonator","cutting-torch > burst > pulse-chamber > fold > relay-gate > resonator > ramjet > wrecking-ball","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","wrecking-ball","Wrecking Ball","flywheel","Flywheel","allowed with prerequisites","","ramjet > wrecking-ball > mass-driver > skid-plate > grindshot > crosscut > flywheel","mass-driver > skid-plate > grindshot > crosscut > flywheel > ramjet > wrecking-ball","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","wrecking-ball","Wrecking Ball","storm-cell","Storm Cell","allowed with prerequisites","","ramjet > wrecking-ball > shellshock > cluster-shell > arc-coil > storm-cell","shellshock > cluster-shell > arc-coil > storm-cell > ramjet > wrecking-ball","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","flashpoint","Flashpoint","slipstream","Slipstream","allowed with prerequisites","","cinder > flashpoint > crosswind > slipstream","crosswind > slipstream > cinder > flashpoint","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","flashpoint","Flashpoint","grindshot","Grindshot","allowed with prerequisites","","cinder > flashpoint > grindshot","grindshot > cinder > flashpoint","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","flashpoint","Flashpoint","corner-cutter","Corner Cutter","allowed with prerequisites","","cinder > flashpoint > grindshot > corner-cutter","grindshot > corner-cutter > cinder > flashpoint","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","flashpoint","Flashpoint","tripwire","Tripwire","allowed with prerequisites","","cinder > flashpoint > tripwire","tripwire > cinder > flashpoint","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","flashpoint","Flashpoint","tension","Tension","allowed with prerequisites","","cinder > flashpoint > tripwire > tension","tripwire > tension > cinder > flashpoint","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
