"combo","path","weapon","branches","fusion","upgrade_count","upgrades_in_acquisition_order","upgrade_ids_in_acquisition_order","room_test","boss_test","mirrored_room_test"
"precision.cutting-torch.pulse-chamber.relay-gate.daisy-chain.triphammer.snapback","Precision","Cutting Torch","Pulse Chamber + Relay Gate + Daisy Chain + Triphammer + Snapback","Resonator","48","Deadeye > Cutting Torch > Burst fire > Pulse Chamber > Fold > Relay Gate > Arc Coil > Daisy Chain > Ramjet > Triphammer > Tether rounds > Snapback > Resonator > Heavy hitter > Scattershot > Hair trigger > Bank shot > Punch through > Splinter > Airshot > Kickback > Bloodwork > Light frame > Backblast > Banker > Landing shot > Executioner > Slingshot > Redline > Breach > Shatter > Deadlock > Backfire > Capacitor > Reserve cell > Countershot > Reprisal > Rivet > Fracture > Cinder rounds > Crosswind > Flashpoint > Slipstream > Thermal Runaway > Wallrunner > Air Brake > Corner Pocket > Scrap Feed","deadeye > cutting-torch > burst > pulse-chamber > fold > relay-gate > arc-coil > daisy-chain > ramjet > triphammer > tether > snapback > resonator > magnum > scatter > rapid > ricochet > pierce > split > airshot > kick > leech > light > backblast > banker > landing > execute > slingshot > redline > breach > shatter > deadlock > backfire > capacitor > reserve-cell > countershot > reprisal > rivet > fracture > cinder > crosswind > flashpoint > slipstream > thermal-runaway > wallrunner > air-brake > corner-pocket > scrap-feed","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=precision.cutting-torch.pulse-chamber.relay-gate.daisy-chain.triphammer.snapback&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=precision.cutting-torch.pulse-chamber.relay-gate.daisy-chain.triphammer.snapback&room=boss&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=precision.cutting-torch.pulse-chamber.relay-gate.daisy-chain.triphammer.snapback&mirror=1&v=2.75.0"
"precision.cutting-torch.pulse-chamber.relay-gate.daisy-chain.triphammer.grapnel","Precision","Cutting Torch","Pulse Chamber + Relay Gate + Daisy Chain + Triphammer + Grapnel","Resonator","48","Deadeye > Cutting Torch > Burst fire > Pulse Chamber > Fold > Relay Gate > Arc Coil > Daisy Chain > Ramjet > Triphammer > Tether rounds > Grapnel > Resonator > Heavy hitter > Scattershot > Hair trigger > Bank shot > Punch through > Splinter > Airshot > Kickback > Bloodwork > Light frame > Backblast > Banker > Landing shot > Executioner > Slingshot > Redline > Breach > Shatter > Deadlock > Backfire > Capacitor > Reserve cell > Countershot > Reprisal > Rivet > Fracture > Cinder rounds > Crosswind > Flashpoint > Slipstream > Thermal Runaway > Wallrunner > Air Brake > Corner Pocket > Scrap Feed","deadeye > cutting-torch > burst > pulse-chamber > fold > relay-gate > arc-coil > daisy-chain > ramjet > triphammer > tether > grapnel > resonator > magnum > scatter > rapid > ricochet > pierce > split > airshot > kick > leech > light > backblast > banker > landing > execute > slingshot > redline > breach > shatter > deadlock > backfire > capacitor > reserve-cell > countershot > reprisal > rivet > fracture > cinder > crosswind > flashpoint > slipstream > thermal-runaway > wallrunner > air-brake > corner-pocket > scrap-feed","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=precision.cutting-torch.pulse-chamber.relay-gate.daisy-chain.triphammer.grapnel&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=precision.cutting-torch.pulse-chamber.relay-gate.daisy-chain.triphammer.grapnel&room=boss&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=precision.cutting-torch.pulse-chamber.relay-gate.daisy-chain.triphammer.grapnel&mirror=1&v=2.75.0"
"precision.cutting-torch.pulse-chamber.relay-gate.short-circuit.wrecking-ball.snapback","Precision","Cutting Torch","Pulse Chamber + Relay Gate + Short Circuit + Wrecking Ball + Snapback","Resonator","48","Deadeye > Cutting Torch > Burst fire > Pulse Chamber > Fold > Relay Gate > Arc Coil > Short Circuit > Ramjet > Wrecking Ball > Tether rounds > Snapback > Resonator > Heavy hitter > Scattershot > Hair trigger > Bank shot > Punch through > Splinter > Airshot > Kickback > Bloodwork > Light frame > Backblast > Banker > Landing shot > Executioner > Slingshot > Redline > Breach > Shatter > Deadlock > Backfire > Capacitor > Reserve cell > Countershot > Reprisal > Rivet > Fracture > Cinder rounds > Crosswind > Flashpoint > Slipstream > Thermal Runaway > Wallrunner > Air Brake > Corner Pocket > Scrap Feed","deadeye > cutting-torch > burst > pulse-chamber > fold > relay-gate > arc-coil > short-circuit > ramjet > wrecking-ball > tether > snapback > resonator > magnum > scatter > rapid > ricochet > pierce > split > airshot > kick > leech > light > backblast > banker > landing > execute > slingshot > redline > breach > shatter > deadlock > backfire > capacitor > reserve-cell > countershot > reprisal > rivet > fracture > cinder > crosswind > flashpoint > slipstream > thermal-runaway > wallrunner > air-brake > corner-pocket > scrap-feed","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=precision.cutting-torch.pulse-chamber.relay-gate.short-circuit.wrecking-ball.snapback&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=precision.cutting-torch.pulse-chamber.relay-gate.short-circuit.wrecking-ball.snapback&room=boss&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=precision.cutting-torch.pulse-chamber.relay-gate.short-circuit.wrecking-ball.snapback&mirror=1&v=2.75.0"
"precision.cutting-torch.pulse-chamber.relay-gate.short-circuit.wrecking-ball.grapnel","Precision","Cutting Torch","Pulse Chamber + Relay Gate + Short Circuit + Wrecking Ball + Grapnel","Resonator","48","Deadeye > Cutting Torch > Burst fire > Pulse Chamber > Fold > Relay Gate > Arc Coil > Short Circuit > Ramjet > Wrecking Ball > Tether rounds > Grapnel > Resonator > Heavy hitter > Scattershot > Hair trigger > Bank shot > Punch through > Splinter > Airshot > Kickback > Bloodwork > Light frame > Backblast > Banker > Landing shot > Executioner > Slingshot > Redline > Breach > Shatter > Deadlock > Backfire > Capacitor > Reserve cell > Countershot > Reprisal > Rivet > Fracture > Cinder rounds > Crosswind > Flashpoint > Slipstream > Thermal Runaway > Wallrunner > Air Brake > Corner Pocket > Scrap Feed","deadeye > cutting-torch > burst > pulse-chamber > fold > relay-gate > arc-coil > short-circuit > ramjet > wrecking-ball > tether > grapnel > resonator > magnum > scatter > rapid > ricochet > pierce > split > airshot > kick > leech > light > backblast > banker > landing > execute > slingshot > redline > breach > shatter > deadlock > backfire > capacitor > reserve-cell > countershot > reprisal > rivet > fracture > cinder > crosswind > flashpoint > slipstream > thermal-runaway > wallrunner > air-brake > corner-pocket > scrap-feed","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=precision.cutting-torch.pulse-chamber.relay-gate.short-circuit.wrecking-ball.grapnel&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=precision.cutting-torch.pulse-chamber.relay-gate.short-circuit.wrecking-ball.grapnel&room=boss&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=precision.cutting-torch.pulse-chamber.relay-gate.short-circuit.wrecking-ball.grapnel&mirror=1&v=2.75.0"
"precision.cutting-torch.pulse-chamber.relay-gate.short-circuit.triphammer.snapback","Precision","Cutting Torch","Pulse Chamber + Relay Gate + Short Circuit + Triphammer + Snapback","Resonator","48","Deadeye > Cutting Torch > Burst fire > Pulse Chamber > Fold > Relay Gate > Arc Coil > Short Circuit > Ramjet > Triphammer > Tether rounds > Snapback > Resonator > Heavy hitter > Scattershot > Hair trigger > Bank shot > Punch through > Splinter > Airshot > Kickback > Bloodwork > Light frame > Backblast > Banker > Landing shot > Executioner > Slingshot > Redline > Breach > Shatter > Deadlock > Backfire > Capacitor > Reserve cell > Countershot > Reprisal > Rivet > Fracture > Cinder rounds > Crosswind > Flashpoint > Slipstream > Thermal Runaway > Wallrunner > Air Brake > Corner Pocket > Scrap Feed","deadeye > cutting-torch > burst > pulse-chamber > fold > relay-gate > arc-coil > short-circuit > ramjet > triphammer > tether > snapback > resonator > magnum > scatter > rapid > ricochet > pierce > split > airshot > kick > leech > light > backblast > banker > landing > execute > slingshot > redline > breach > shatter > deadlock > backfire > capacitor > reserve-cell > countershot > reprisal > rivet > fracture > cinder > crosswind > flashpoint > slipstream > thermal-runaway > wallrunner > air-brake > corner-pocket > scrap-feed","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=precision.cutting-torch.pulse-chamber.relay-gate.short-circuit.triphammer.snapback&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=precision.cutting-torch.pulse-chamber.relay-gate.short-circuit.triphammer.snapback&room=boss&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=precision.cutting-torch.pulse-chamber.relay-gate.short-circuit.triphammer.snapback&mirror=1&v=2.75.0"
"precision.cutting-torch.pulse-chamber.relay-gate.short-circuit.triphammer.grapnel","Precision","Cutting Torch","Pulse Chamber + Relay Gate + Short Circuit + Triphammer + Grapnel","Resonator","48","Deadeye > Cutting Torch > Burst fire > Pulse Chamber > Fold > Relay Gate > Arc Coil > Short Circuit > Ramjet > Triphammer > Tether rounds > Grapnel > Resonator > Heavy hitter > Scattershot > Hair trigger > Bank shot > Punch through > Splinter > Airshot > Kickback > Bloodwork > Light frame > Backblast > Banker > Landing shot > Executioner > Slingshot > Redline > Breach > Shatter > Deadlock > Backfire > Capacitor > Reserve cell > Countershot > Reprisal > Rivet > Fracture > Cinder rounds > Crosswind > Flashpoint > Slipstream > Thermal Runaway > Wallrunner > Air Brake > Corner Pocket > Scrap Feed","deadeye > cutting-torch > burst > pulse-chamber > fold > relay-gate > arc-coil > short-circuit > ramjet > triphammer > tether > grapnel > resonator > magnum > scatter > rapid > ricochet > pierce > split > airshot > kick > leech > light > backblast > banker > landing > execute > slingshot > redline > breach > shatter > deadlock > backfire > capacitor > reserve-cell > countershot > reprisal > rivet > fracture > cinder > crosswind > flashpoint > slipstream > thermal-runaway > wallrunner > air-brake > corner-pocket > scrap-feed","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=precision.cutting-torch.pulse-chamber.relay-gate.short-circuit.triphammer.grapnel&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=precision.cutting-torch.pulse-chamber.relay-gate.short-circuit.triphammer.grapnel&room=boss&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=precision.cutting-torch.pulse-chamber.relay-gate.short-circuit.triphammer.grapnel&mirror=1&v=2.75.0"
"precision.cutting-torch.charge-lens.rewire.daisy-chain.wrecking-ball.snapback","Precision","Cutting Torch","Charge Lens + Rewire + Daisy Chain + Wrecking Ball + Snapback","","47","Deadeye > Cutting Torch > Charge Lens > Fold > Rewire > Arc Coil > Daisy Chain > Ramjet > Wrecking Ball > Tether rounds > Snapback > Heavy hitter > Scattershot > Hair trigger > Bank shot > Punch through > Splinter > Airshot > Kickback > Bloodwork > Light frame > Burst fire > Backblast > Banker > Landing shot > Executioner > Slingshot > Redline > Breach > Shatter > Deadlock > Backfire > Capacitor > Reserve cell > Countershot > Reprisal > Rivet > Fracture > Cinder rounds > Crosswind > Flashpoint > Slipstream > Thermal Runaway > Wallrunner > Air Brake > Corner Pocket > Scrap Feed","deadeye > cutting-torch > charge-lens > fold > rewire > arc-coil > daisy-chain > ramjet > wrecking-ball > tether > snapback > magnum > scatter > rapid > ricochet > pierce > split > airshot > kick > leech > light > burst > backblast > banker > landing > execute > slingshot > redline > breach > shatter > deadlock > backfire > capacitor > reserve-cell > countershot > reprisal > rivet > fracture > cinder > crosswind > flashpoint > slipstream > thermal-runaway > wallrunner > air-brake > corner-pocket > scrap-feed","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=precision.cutting-torch.charge-lens.rewire.daisy-chain.wrecking-ball.snapback&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=precision.cutting-torch.charge-lens.rewire.daisy-chain.wrecking-ball.snapback&room=boss&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=precision.cutting-torch.charge-lens.rewire.daisy-chain.wrecking-ball.snapback&mirror=1&v=2.75.0"
"precision.cutting-torch.charge-lens.rewire.daisy-chain.wrecking-ball.grapnel","Precision","Cutting Torch","Charge Lens + Rewire + Daisy Chain + Wrecking Ball + Grapnel","","47","Deadeye > Cutting Torch > Charge Lens > Fold > Rewire > Arc Coil > Daisy Chain > Ramjet > Wrecking Ball > Tether rounds > Grapnel > Heavy hitter > Scattershot > Hair trigger > Bank shot > Punch through > Splinter > Airshot > Kickback > Bloodwork > Light frame > Burst fire > Backblast > Banker > Landing shot > Executioner > Slingshot > Redline > Breach > Shatter > Deadlock > Backfire > Capacitor > Reserve cell > Countershot > Reprisal > Rivet > Fracture > Cinder rounds > Crosswind > Flashpoint > Slipstream > Thermal Runaway > Wallrunner > Air Brake > Corner Pocket > Scrap Feed","deadeye > cutting-torch > charge-lens > fold > rewire > arc-coil > daisy-chain > ramjet > wrecking-ball > tether > grapnel > magnum > scatter > rapid > ricochet > pierce > split > airshot > kick > leech > light > burst > backblast > banker > landing > execute > slingshot > redline > breach > shatter > deadlock > backfire > capacitor > reserve-cell > countershot > reprisal > rivet > fracture > cinder > crosswind > flashpoint > slipstream > thermal-runaway > wallrunner > air-brake > corner-pocket > scrap-feed","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=precision.cutting-torch.charge-lens.rewire.daisy-chain.wrecking-ball.grapnel&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=precision.cutting-torch.charge-lens.rewire.daisy-chain.wrecking-ball.grapnel&room=boss&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=precision.cutting-torch.charge-lens.rewire.daisy-chain.wrecking-ball.grapnel&mirror=1&v=2.75.0"
"precision.cutting-torch.charge-lens.rewire.daisy-chain.triphammer.snapback","Precision","Cutting Torch","Charge Lens + Rewire + Daisy Chain + Triphammer + Snapback","","47","Deadeye > Cutting Torch > Charge Lens > Fold > Rewire > Arc Coil > Daisy Chain > Ramjet > Triphammer > Tether rounds > Snapback > Heavy hitter > Scattershot > Hair trigger > Bank shot > Punch through > Splinter > Airshot > Kickback > Bloodwork > Light frame > Burst fire > Backblast > Banker > Landing shot > Executioner > Slingshot > Redline > Breach > Shatter > Deadlock > Backfire > Capacitor > Reserve cell > Countershot > Reprisal > Rivet > Fracture > Cinder rounds > Crosswind > Flashpoint > Slipstream > Thermal Runaway > Wallrunner > Air Brake > Corner Pocket > Scrap Feed","deadeye > cutting-torch > charge-lens > fold > rewire > arc-coil > daisy-chain > ramjet > triphammer > tether > snapback > magnum > scatter > rapid > ricochet > pierce > split > airshot > kick > leech > light > burst > backblast > banker > landing > execute > slingshot > redline > breach > shatter > deadlock > backfire > capacitor > reserve-cell > countershot > reprisal > rivet > fracture > cinder > crosswind > flashpoint > slipstream > thermal-runaway > wallrunner > air-brake > corner-pocket > scrap-feed","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=precision.cutting-torch.charge-lens.rewire.daisy-chain.triphammer.snapback&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=precision.cutting-torch.charge-lens.rewire.daisy-chain.triphammer.snapback&room=boss&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=precision.cutting-torch.charge-lens.rewire.daisy-chain.triphammer.snapback&mirror=1&v=2.75.0"
"precision.cutting-torch.charge-lens.rewire.daisy-chain.triphammer.grapnel","Precision","Cutting Torch","Charge Lens + Rewire + Daisy Chain + Triphammer + Grapnel","","47","Deadeye > Cutting Torch > Charge Lens > Fold > Rewire > Arc Coil > Daisy Chain > Ramjet > Triphammer > Tether rounds > Grapnel > Heavy hitter > Scattershot > Hair trigger > Bank shot > Punch through > Splinter > Airshot > Kickback > Bloodwork > Light frame > Burst fire > Backblast > Banker > Landing shot > Executioner > Slingshot > Redline > Breach > Shatter > Deadlock > Backfire > Capacitor > Reserve cell > Countershot > Reprisal > Rivet > Fracture > Cinder rounds > Crosswind > Flashpoint > Slipstream > Thermal Runaway > Wallrunner > Air Brake > Corner Pocket > Scrap Feed","deadeye > cutting-torch > charge-lens > fold > rewire > arc-coil > daisy-chain > ramjet > triphammer > tether > grapnel > magnum > scatter > rapid > ricochet > pierce > split > airshot > kick > leech > light > burst > backblast > banker > landing > execute > slingshot > redline > breach > shatter > deadlock > backfire > capacitor > reserve-cell > countershot > reprisal > rivet > fracture > cinder > crosswind > flashpoint > slipstream > thermal-runaway > wallrunner > air-brake > corner-pocket > scrap-feed","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=precision.cutting-torch.charge-lens.rewire.daisy-chain.triphammer.grapnel&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=precision.cutting-torch.charge-lens.rewire.daisy-chain.triphammer.grapnel&room=boss&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=precision.cutting-torch.charge-lens.rewire.daisy-chain.triphammer.grapnel&mirror=1&v=2.75.0"
"precision.cutting-torch.charge-lens.rewire.short-circuit.wrecking-ball.snapback","Precision","Cutting Torch","Charge Lens + Rewire + Short Circuit + Wrecking Ball + Snapback","","47","Deadeye > Cutting Torch > Charge Lens > Fold > Rewire > Arc Coil > Short Circuit > Ramjet > Wrecking Ball > Tether rounds > Snapback > Heavy hitter > Scattershot > Hair trigger > Bank shot > Punch through > Splinter > Airshot > Kickback > Bloodwork > Light frame > Burst fire > Backblast > Banker > Landing shot > Executioner > Slingshot > Redline > Breach > Shatter > Deadlock > Backfire > Capacitor > Reserve cell > Countershot > Reprisal > Rivet > Fracture > Cinder rounds > Crosswind > Flashpoint > Slipstream > Thermal Runaway > Wallrunner > Air Brake > Corner Pocket > Scrap Feed","deadeye > cutting-torch > charge-lens > fold > rewire > arc-coil > short-circuit > ramjet > wrecking-ball > tether > snapback > magnum > scatter > rapid > ricochet > pierce > split > airshot > kick > leech > light > burst > backblast > banker > landing > execute > slingshot > redline > breach > shatter > deadlock > backfire > capacitor > reserve-cell > countershot > reprisal > rivet > fracture > cinder > crosswind > flashpoint > slipstream > thermal-runaway > wallrunner > air-brake > corner-pocket > scrap-feed","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=precision.cutting-torch.charge-lens.rewire.short-circuit.wrecking-ball.snapback&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=precision.cutting-torch.charge-lens.rewire.short-circuit.wrecking-ball.snapback&room=boss&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=precision.cutting-torch.charge-lens.rewire.short-circuit.wrecking-ball.snapback&mirror=1&v=2.75.0"
"precision.cutting-torch.charge-lens.rewire.short-circuit.wrecking-ball.grapnel","Precision","Cutting Torch","Charge Lens + Rewire + Short Circuit + Wrecking Ball + Grapnel","","47","Deadeye > Cutting Torch > Charge Lens > Fold > Rewire > Arc Coil > Short Circuit > Ramjet > Wrecking Ball > Tether rounds > Grapnel > Heavy hitter > Scattershot > Hair trigger > Bank shot > Punch through > Splinter > Airshot > Kickback > Bloodwork > Light frame > Burst fire > Backblast > Banker > Landing shot > Executioner > Slingshot > Redline > Breach > Shatter > Deadlock > Backfire > Capacitor > Reserve cell > Countershot > Reprisal > Rivet > Fracture > Cinder rounds > Crosswind > Flashpoint > Slipstream > Thermal Runaway > Wallrunner > Air Brake > Corner Pocket > Scrap Feed","deadeye > cutting-torch > charge-lens > fold > rewire > arc-coil > short-circuit > ramjet > wrecking-ball > tether > grapnel > magnum > scatter > rapid > ricochet > pierce > split > airshot > kick > leech > light > burst > backblast > banker > landing > execute > slingshot > redline > breach > shatter > deadlock > backfire > capacitor > reserve-cell > countershot > reprisal > rivet > fracture > cinder > crosswind > flashpoint > slipstream > thermal-runaway > wallrunner > air-brake > corner-pocket > scrap-feed","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=precision.cutting-torch.charge-lens.rewire.short-circuit.wrecking-ball.grapnel&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=precision.cutting-torch.charge-lens.rewire.short-circuit.wrecking-ball.grapnel&room=boss&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=precision.cutting-torch.charge-lens.rewire.short-circuit.wrecking-ball.grapnel&mirror=1&v=2.75.0"
"precision.cutting-torch.charge-lens.rewire.short-circuit.triphammer.snapback","Precision","Cutting Torch","Charge Lens + Rewire + Short Circuit + Triphammer + Snapback","","47","Deadeye > Cutting Torch > Charge Lens > Fold > Rewire > Arc Coil > Short Circuit > Ramjet > Triphammer > Tether rounds > Snapback > Heavy hitter > Scattershot > Hair trigger > Bank shot > Punch through > Splinter > Airshot > Kickback > Bloodwork > Light frame > Burst fire > Backblast > Banker > Landing shot > Executioner > Slingshot > Redline > Breach > Shatter > Deadlock > Backfire > Capacitor > Reserve cell > Countershot > Reprisal > Rivet > Fracture > Cinder rounds > Crosswind > Flashpoint > Slipstream > Thermal Runaway > Wallrunner > Air Brake > Corner Pocket > Scrap Feed","deadeye > cutting-torch > charge-lens > fold > rewire > arc-coil > short-circuit > ramjet > triphammer > tether > snapback > magnum > scatter > rapid > ricochet > pierce > split > airshot > kick > leech > light > burst > backblast > banker > landing > execute > slingshot > redline > breach > shatter > deadlock > backfire > capacitor > reserve-cell > countershot > reprisal > rivet > fracture > cinder > crosswind > flashpoint > slipstream > thermal-runaway > wallrunner > air-brake > corner-pocket > scrap-feed","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=precision.cutting-torch.charge-lens.rewire.short-circuit.triphammer.snapback&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=precision.cutting-torch.charge-lens.rewire.short-circuit.triphammer.snapback&room=boss&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=precision.cutting-torch.charge-lens.rewire.short-circuit.triphammer.snapback&mirror=1&v=2.75.0"
"precision.cutting-torch.charge-lens.rewire.short-circuit.triphammer.grapnel","Precision","Cutting Torch","Charge Lens + Rewire + Short Circuit + Triphammer + Grapnel","","47","Deadeye > Cutting Torch > Charge Lens > Fold > Rewire > Arc Coil > Short Circuit > Ramjet > Triphammer > Tether rounds > Grapnel > Heavy hitter > Scattershot > Hair trigger > Bank shot > Punch through > Splinter > Airshot > Kickback > Bloodwork > Light frame > Burst fire > Backblast > Banker > Landing shot > Executioner > Slingshot > Redline > Breach > Shatter > Deadlock > Backfire > Capacitor > Reserve cell > Countershot > Reprisal > Rivet > Fracture > Cinder rounds > Crosswind > Flashpoint > Slipstream > Thermal Runaway > Wallrunner > Air Brake > Corner Pocket > Scrap Feed","deadeye > cutting-torch > charge-lens > fold > rewire > arc-coil > short-circuit > ramjet > triphammer > tether > grapnel > magnum > scatter > rapid > ricochet > pierce > split > airshot > kick > leech > light > burst > backblast > banker > landing > execute > slingshot > redline > breach > shatter > deadlock > backfire > capacitor > reserve-cell > countershot > reprisal > rivet > fracture > cinder > crosswind > flashpoint > slipstream > thermal-runaway > wallrunner > air-brake > corner-pocket > scrap-feed","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=precision.cutting-torch.charge-lens.rewire.short-circuit.triphammer.grapnel&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=precision.cutting-torch.charge-lens.rewire.short-circuit.triphammer.grapnel&room=boss&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=precision.cutting-torch.charge-lens.rewire.short-circuit.triphammer.grapnel&mirror=1&v=2.75.0"
"precision.cutting-torch.charge-lens.relay-gate.daisy-chain.wrecking-ball.snapback","Precision","Cutting Torch","Charge Lens + Relay Gate + Daisy Chain + Wrecking Ball + Snapback","","47","Deadeye > Cutting Torch > Charge Lens > Fold > Relay Gate > Arc Coil > Daisy Chain > Ramjet > Wrecking Ball > Tether rounds > Snapback > Heavy hitter > Scattershot > Hair trigger > Bank shot > Punch through > Splinter > Airshot > Kickback > Bloodwork > Light frame > Burst fire > Backblast > Banker > Landing shot > Executioner > Slingshot > Redline > Breach > Shatter > Deadlock > Backfire > Capacitor > Reserve cell > Countershot > Reprisal > Rivet > Fracture > Cinder rounds > Crosswind > Flashpoint > Slipstream > Thermal Runaway > Wallrunner > Air Brake > Corner Pocket > Scrap Feed","deadeye > cutting-torch > charge-lens > fold > relay-gate > arc-coil > daisy-chain > ramjet > wrecking-ball > tether > snapback > magnum > scatter > rapid > ricochet > pierce > split > airshot > kick > leech > light > burst > backblast > banker > landing > execute > slingshot > redline > breach > shatter > deadlock > backfire > capacitor > reserve-cell > countershot > reprisal > rivet > fracture > cinder > crosswind > flashpoint > slipstream > thermal-runaway > wallrunner > air-brake > corner-pocket > scrap-feed","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=precision.cutting-torch.charge-lens.relay-gate.daisy-chain.wrecking-ball.snapback&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=precision.cutting-torch.charge-lens.relay-gate.daisy-chain.wrecking-ball.snapback&room=boss&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=precision.cutting-torch.charge-lens.relay-gate.daisy-chain.wrecking-ball.snapback&mirror=1&v=2.75.0"
"precision.cutting-torch.charge-lens.relay-gate.daisy-chain.wrecking-ball.grapnel","Precision","Cutting Torch","Charge Lens + Relay Gate + Daisy Chain + Wrecking Ball + Grapnel","","47","Deadeye > Cutting Torch > Charge Lens > Fold > Relay Gate > Arc Coil > Daisy Chain > Ramjet > Wrecking Ball > Tether rounds > Grapnel > Heavy hitter > Scattershot > Hair trigger > Bank shot > Punch through > Splinter > Airshot > Kickback > Bloodwork > Light frame > Burst fire > Backblast > Banker > Landing shot > Executioner > Slingshot > Redline > Breach > Shatter > Deadlock > Backfire > Capacitor > Reserve cell > Countershot > Reprisal > Rivet > Fracture > Cinder rounds > Crosswind > Flashpoint > Slipstream > Thermal Runaway > Wallrunner > Air Brake > Corner Pocket > Scrap Feed","deadeye > cutting-torch > charge-lens > fold > relay-gate > arc-coil > daisy-chain > ramjet > wrecking-ball > tether > grapnel > magnum > scatter > rapid > ricochet > pierce > split > airshot > kick > leech > light > burst > backblast > banker > landing > execute > slingshot > redline > breach > shatter > deadlock > backfire > capacitor > reserve-cell > countershot > reprisal > rivet > fracture > cinder > crosswind > flashpoint > slipstream > thermal-runaway > wallrunner > air-brake > corner-pocket > scrap-feed","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=precision.cutting-torch.charge-lens.relay-gate.daisy-chain.wrecking-ball.grapnel&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=precision.cutting-torch.charge-lens.relay-gate.daisy-chain.wrecking-ball.grapnel&room=boss&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=precision.cutting-torch.charge-lens.relay-gate.daisy-chain.wrecking-ball.grapnel&mirror=1&v=2.75.0"
